hour,clicks,rage_clicks,mouse_dist,mouse_area,ibi,bbr,loss_streak,loss_chasing,game_switches,label
5,19,2,447.8520783281687,24264.05571843416,605.0377020522948,0.1,9,1,1,1
18,3,0,1767.0248895616082,344937.66390248097,9239.478164768627,0.01709043135659539,1,0,0,0
12,5,0,651.0962190360824,211526.51625269273,5022.389326785828,0.009857818229604834,3,1,0,0
13,3,0,1443.391872522595,418353.5444768603,6389.619795955249,0.012190848529019378,0,0,0,0
3,23,4,167.87030752094844,57449.02716806618,2180.033824715266,0.2710731242865356,6,1,2,1
2,9,4,476.45655772156687,40642.14096565836,2604.572196762655,0.21677134543463727,6,0,2,1
22,3,0,1588.354764805341,349940.3486617699,3000.0,0.029375060366456977,1,1,0,0
19,1,0,1161.0475976346129,278582.38966294314,6841.047122567243,0.0158008567768476,0,0,0,0
1,11,10,896.9810501931853,31058.962145195554,1632.89910839689,0.1,2,1,2,1
11,2,0,1569.9930083463205,260256.2091119676,3771.3928307369347,0.01805103607491514,0,0,1,0
0,22,2,411.8869518851702,28826.656536772174,2768.460341553152,0.28824534891720865,8,1,2,1
2,6,9,510.4022687855016,34240.67507157148,2077.748887198759,0.18157466539843597,3,1,2,1
13,4,0,1081.4678869405261,156930.0628388163,5966.8455490081105,0.012710224010539216,2,0,1,0
2,13,10,488.7778164014961,20036.99709749003,200.0,0.14224898125714447,11,1,2,1
19,3,0,1795.636406444462,167135.64257727395,3000.0,0.03188978521667737,0,0,0,0
14,2,0,1609.801769779087,348928.7473849809,3000.0,0.03307388820504227,3,0,0,0
18,2,0,1404.8684477148763,192828.19206517763,7843.780109631265,0.027353959926953362,3,0,0,0
17,1,0,1388.7419552805989,203342.46028852364,8878.404528638857,0.02463380304389782,1,0,0,0
0,15,4,297.80362701392755,31986.771970922648,2032.746393773786,0.23728509234066136,9,1,1,1
14,4,0,612.1526783974838,305957.4110980516,4837.387196092575,0.018155503266468993,3,0,0,0
4,17,4,768.5771132227712,17439.133165905085,665.065498169052,0.46265643301626813,2,1,1,1
2,20,7,60.935505384348744,1284.4283387973337,1604.92059642909,0.18457954301448176,6,0,2,1
17,3,0,736.8470272333645,418042.8357247936,5584.408791655616,0.026811801333529523,3,0,0,0
23,12,4,430.10706615140185,12383.437964961915,2312.385162087946,0.1,4,1,3,1
16,5,0,913.4108395733662,369434.4894407132,5247.100907518435,0.022664998672778075,0,1,0,0
1,17,10,602.8463272828071,27133.876499190617,1177.6852670984565,0.1531109336894665,6,1,2,1
11,3,0,452.77486347695174,100000.0,9820.245386530583,0.018285575105305277,2,0,0,0
23,10,9,339.94362866979037,33291.68638119651,2431.181542405242,0.2163682418215999,4,1,2,1
21,2,0,300.0,383322.4528144965,5023.232460889181,0.023192451130125198,1,0,0,0
19,5,0,954.0688198203954,123577.74413652974,7315.942361599818,0.020870989462117157,3,1,0,0
10,4,0,575.070735359989,270451.926547339,7852.896293649971,0.03973945901422352,0,0,1,0
0,21,7,254.24572014530585,59393.356318173726,1507.407925063399,0.18596769056330503,4,1,0,1
5,18,7,296.17570014774253,16345.819406909935,1302.0463623434393,0.1502928945418172,2,1,1,1
1,15,5,344.2751192244725,20423.074476090653,1382.702309971647,0.1,5,1,1,1
4,6,9,267.8971439341325,21011.38958611768,2293.151545837389,0.1,6,1,2,1
5,8,7,601.2982036953467,57980.22903823819,2138.1760648314785,0.1,7,0,2,1
17,4,0,1709.0162530342004,159018.70973222572,6898.92930394896,0.016916697800493014,2,0,0,0
12,1,0,1400.8556517204418,321283.2607125347,3000.0,0.013482866271071876,0,1,1,0
20,2,0,1081.4512424987001,179692.39892435388,5365.997061876695,0.025612514401101297,0,0,0,0
0,21,4,50.0,36015.36208779116,2377.2143033804477,0.3787557612125565,3,1,1,1
1,23,7,586.5699864290715,24325.750015214926,1612.6310307233791,0.1639038142372949,3,1,1,1
0,17,11,399.6860093558608,28391.14477343929,376.52294026250047,0.12907255837460815,7,1,2,1
2,6,9,358.8491953653505,28129.475455353437,2427.028406857363,0.1,7,1,0,1
22,3,0,1416.1536191094658,182331.25784449466,3000.0,0.016368495260644322,2,0,0,0
2,24,11,631.2145425716741,15449.03159560237,1093.8431903012413,0.1,10,1,3,1
17,4,0,644.061173577099,230931.2144156763,8710.472353543646,0.027451974635759,3,0,1,0
23,8,5,586.0410336655128,12222.754905617006,2020.2152162313148,0.1528580208650331,6,0,0,1
23,23,10,735.0237444256912,42866.62989145798,1091.48599874866,0.15332384388015277,6,1,3,1
22,2,0,1654.9012986566731,252965.2292090468,8117.033180697579,0.014480587335760665,1,0,0,0
11,5,0,1088.9525203453927,253659.16655014947,3109.171506047552,0.008536929320055573,3,0,0,0
1,14,2,570.9396915521625,21873.482938926307,2291.557069028174,0.30334075577785,6,1,1,1
4,17,9,402.3790281404242,22087.751179929677,1130.3447297261905,0.16247766982905432,2,1,3,1
17,5,0,961.4400376080771,418470.0008269008,6645.181868526219,0.03978786092416382,0,0,0,0
3,12,9,347.9239554001497,8390.195957302254,1048.2068127563684,0.26464808741325985,7,1,1,1
0,10,9,131.7593685584659,17778.657642159844,2008.5727145022881,0.21976815230086963,3,1,0,1
16,1,0,1760.8727495205562,192835.08463316067,3000.0,0.03063442289187257,1,1,0,0
10,3,0,903.2364001420785,230489.73379234728,7489.578624468082,0.012189923939239788,0,0,0,0
3,17,8,336.1180465561347,18700.760841706884,1610.3527475119852,0.5152222049915964,2,1,1,1
13,3,0,1955.7228889514618,326137.90660348005,4936.077085211524,0.010044124970752298,0,1,0,0
4,9,4,508.41651091786963,32038.00711372536,2023.8513389420052,0.1,11,0,2,1
14,4,0,1974.5108450578255,328314.9495518419,5923.12836530655,0.02465610344028402,3,0,0,0
21,3,0,1846.440696196006,437697.71255488263,4945.5228553672305,0.017090649386511857,0,0,1,0
21,5,0,1338.6425361889999,369551.1493263333,4521.93782798984,0.02897372701848969,3,0,0,0
5,6,6,433.6441913018363,21289.921058506276,434.21572608607903,0.23012472951337976,11,1,2,1
22,3,0,1433.0747846726472,388470.5819722854,3742.162774706488,0.023047147517502815,3,0,0,0
1,20,2,694.607194209331,29665.333421710075,2245.090758245216,0.1400870228361447,3,1,1,1
0,11,2,294.59827970051947,43692.36926702675,1436.7986350089095,0.1638133805698232,5,1,2,1
10,2,0,730.8926719499627,455533.8239475078,5682.198763996247,0.016268681375587526,2,0,0,0
18,4,0,1384.1379219302576,281521.329125194,5745.41958051782,0.019979255275901543,2,0,0,0
19,3,0,573.6115805570697,194591.31201707985,4136.0004449398375,0.026520043059680032,3,0,0,0
16,1,0,823.6711703231879,331084.5505515275,3914.2106127885695,0.02358480103911159,3,0,0,0
23,20,6,76.53690041546145,23870.896314915844,1372.7744543573617,0.23823272848504293,5,1,0,1
10,4,0,1186.9584958396606,335867.47060511436,7012.841889556055,0.026844737091697553,2,0,1,0
1,9,10,602.3611813063492,27766.134902928632,599.8157333514513,0.23316797630430408,5,1,3,1
17,2,0,1574.8106925635377,328183.15015665075,3751.334682881034,0.0033062505774566486,3,0,0,0
11,1,0,1185.3589349220213,208121.4691122232,5393.2374637254925,0.0157142241080394,3,0,1,0
5,11,6,364.9979417313182,40661.846054509086,1780.692166476134,0.2482212429058111,2,1,1,1
0,17,6,347.7100536668975,29992.856228938934,1019.0861239842152,0.12355188365793643,11,0,1,1
3,12,3,472.6962248558405,10897.468415616888,2850.556411376115,0.1,9,1,1,1
11,1,0,1333.9716103581952,202330.68045272084,3105.441253603557,0.009603969332731355,2,0,0,0
23,15,2,605.1673264184901,3066.413669342677,1874.7616845310877,0.1,11,1,1,1
15,3,0,300.0,286796.0313517761,6425.163425495535,0.015060193703454794,1,0,0,0
0,20,8,232.3188241808446,21807.729284915058,2642.4590591495303,0.29881714487315664,7,0,2,1
10,3,0,1110.0964060566375,215214.90263092346,7442.555823748784,0.03915626305174645,2,0,1,0
0,8,5,441.33534310574834,1000.0,2186.9479741537093,0.22886966824998153,4,1,1,1
2,24,8,550.8887315043037,17076.56119673331,1122.8866790345646,0.1,10,1,2,1
21,3,0,1348.552736641376,227021.25125114736,5521.252115102525,0.02341265945472639,0,1,0,0
23,8,11,298.21393460418506,37211.00806939781,1392.4262837084862,0.3544363151582648,10,0,2,1
2,11,11,230.84046596363495,51206.13244494778,1962.7632285182747,0.28614589541215407,3,1,0,1
5,8,8,304.02472486022646,29930.520002501547,619.895604849513,0.12676993691710794,3,1,3,1
20,3,0,903.625154526751,100000.0,3000.0,0.03467545127679206,0,1,0,0
10,4,0,1465.7813537439015,325840.1715534633,6124.687039912036,0.01641844074027589,0,0,0,0
12,1,0,819.6836325868899,329315.55559996935,5105.193688373928,0.025024213990988486,1,1,0,0
4,10,6,289.67019355282036,8656.419091489723,1246.9765626015921,0.45690645218834297,4,1,0,1
2,10,10,788.374891956815,33106.7033347071,710.7474471192563,0.22538541301931794,8,1,3,1
11,2,0,1583.5800429800959,430772.2706976187,8128.46762876782,0.022923615215783642,3,0,0,0
4,23,11,368.6578611882085,1000.0,1452.1045091003466,0.3115046132468119,8,1,3,1
2,22,4,241.6745567812656,28485.190369965316,1465.3395059949219,0.4908472598642021,3,1,2,1
1,11,11,337.0973243366317,32646.984764323974,1491.9837479472837,0.1,10,1,1,1
1,12,4,368.40386803559113,28582.749844018424,1314.7034960625265,0.4648729907911193,4,0,2,1
15,2,0,1671.612301036779,283881.4761780683,5230.616750385567,0.01892470192191914,3,0,0,0
23,13,11,141.57763370483002,30296.661624908356,1117.412230130037,0.5781636290817674,7,1,2,1
12,5,0,1927.263534670315,309066.01331141737,5334.479666581987,0.01159374434966502,1,0,1,0
21,2,0,624.1625568679132,463555.4178348897,5262.04669697326,0.0024837333037075818,3,0,0,0
17,4,1,391.76259986706464,350968.38407462166,4762.571610700551,0.011165891917969396,3,0,0,0
23,10,2,358.20375473643793,10812.570963762031,1734.3969078610287,0.15169455598832426,2,1,3,1
12,2,0,557.6836560073608,112993.8901314626,4901.566718444087,0.003469577849960749,0,1,0,0
11,4,0,1644.476964581711,186999.96239075437,5739.887727125712,0.020432552401917322,0,0,0,0
22,5,0,1249.737433952452,224556.2390196239,5823.189851523693,0.03269678241010128,0,0,0,0
5,10,10,453.4392207312752,5747.658490244703,652.9515414759725,0.5500641387962457,2,1,1,1
0,22,8,355.36974347872,40605.59089047205,2019.767617474694,0.1,3,1,2,1
4,10,11,518.9408794705114,16714.8799977046,983.8623166906609,0.3359084763931039,2,1,1,1
19,1,0,1035.2514403027462,280412.56134968356,5669.0726471520375,0.02048299193935382,0,0,0,0
18,1,0,938.9184379458611,180387.33413197545,5901.2786665803105,0.007070034866141495,0,0,0,0
0,7,8,404.2382037624737,13400.555307322807,485.9047043570122,0.18368040141075748,10,1,2,1
0,21,6,320.3584937162023,42285.885637102576,1166.0074125168615,0.1,2,1,2,1
0,13,7,50.0,8417.644816750166,976.441764177033,0.1,11,1,1,1
15,2,0,1372.137935268423,307264.4213043306,7387.3844705152005,0.020223455136421507,3,1,0,0
13,4,0,1021.6992968279355,380936.0072010501,6764.3984238402445,0.030472143802120225,1,0,0,0
13,5,0,1308.4902456796624,220347.8692296457,4792.363683558431,0.015836947254214473,1,0,0,0
23,16,3,307.9064018592242,33596.28642062159,250.2321031013396,0.2215938242847365,11,1,1,1
17,5,0,795.5844549063199,431955.0625451368,6033.97856076807,0.022028952187918022,3,0,0,0
1,16,5,157.45391807107376,48102.908331530285,662.172811404559,0.5640082112128298,3,1,3,1
5,24,3,180.1550088972417,64347.191926661246,1119.497549936782,0.26385163229942243,8,1,2,1
11,5,0,1146.0745897222405,292035.8021794215,5763.099887069101,0.02112587259907061,3,0,0,0
1,8,2,333.6348476500316,1000.0,951.9763971290504,0.3844149455288245,6,0,0,1
21,2,0,1754.876285274536,313496.1056915428,7198.066834567429,0.019438176926233362,0,0,0,0
23,14,11,392.8844353986871,17499.99050558627,985.9674175429873,0.3791688382098759,9,1,1,1
1,18,4,664.3299970584765,10434.767607314614,431.677886785003,0.509688887653635,10,1,1,1
19,4,0,1104.8096747500417,262075.40922287406,9107.26745726413,0.01666676902707747,3,0,0,0
5,16,4,159.01143308226563,31129.68590048431,1904.0316003950152,0.2584926750507193,8,1,1,1
19,4,0,1330.2738100843305,310164.7082948473,10000.0,0.008639406112293498,0,1,0,0
22,1,0,1890.114262787738,313398.42239433224,4785.475529253128,0.0095089606271172,1,0,0,0
0,23,2,414.03703234580615,36002.271445927225,1942.4778203559322,0.33853789738341444,3,1,1,1
14,5,0,982.567142581276,233423.1544192111,5046.26639455306,0.018967118165688447,1,0,0,0
17,4,0,300.0,366981.0429670144,4546.943463212572,0.010046956169506668,1,0,0,0
18,1,0,877.9208457111561,284063.79006953543,7641.51022172732,0.029196073816291506,1,0,0,0
3,24,2,566.0052967002454,35948.90708833464,2013.568619908491,0.3945183522528747,6,1,2,1
20,1,0,1486.5812772210547,284804.21044421685,5524.647711451586,0.028871342791547475,3,0,0,0
11,1,0,1018.968012022724,180230.064912482,3000.0,0.02532575500597384,3,0,1,0
13,5,0,1190.1403722625346,363915.69570392405,5552.250497637266,0.028542611340236168,0,0,1,0
12,2,0,1274.7333891043806,323891.6867099627,5205.841119581032,0.032978844539573074,0,0,0,0
16,2,0,1506.6179007084659,313115.14427504415,7285.960914669982,0.032015626201533316,2,0,0,0
2,15,7,244.16698383715644,35308.53414919024,2042.1166686584213,0.1,11,1,0,1
3,20,3,62.683346997023136,51704.14642757067,1304.756324985698,0.22442712425989528,5,1,2,1
15,1,0,2305.073813092601,424953.76393526857,7571.832173807528,0.029850879080828008,3,0,0,0
10,1,0,1903.925169269471,246125.88421453178,6043.926531099851,0.019666469170903266,1,0,1,0
4,8,8,50.0,31702.431823407,2575.2591257193326,0.13446655760809573,7,1,0,1
22,4,0,1037.1212728474554,318016.21465664834,9362.669822313179,0.023868418195334685,3,0,0,0
5,17,4,305.2562130391643,40551.97627064588,2249.8648087119504,0.38349926376679977,7,1,3,1
16,3,0,1118.2001364920654,124483.41200100197,8301.60391411584,0.024299238466997972,3,0,0,0
0,12,7,389.34503017740474,8675.139111329285,1731.1034234234241,0.3827793763020155,5,1,3,1
14,1,0,1564.1006726131445,287012.73568826105,5974.822442704186,0.042036567928894125,3,0,0,0
12,2,0,800.2824769494675,167941.0700490178,9665.673384058167,0.022380999264024693,0,0,0,0
3,11,8,358.686570551098,41598.37753252344,1086.64783969585,0.27023887470201213,11,1,2,1
5,11,10,242.44933250344997,47373.68743876686,1827.7963199059907,0.3023641442961954,2,1,1,1
3,20,9,518.324514819762,53126.23111982818,3000.0,0.29599937611147936,9,1,3,1
23,19,4,567.4603627141183,53281.87207062279,2012.4436142892623,0.2923998395469396,4,1,0,1
5,19,9,570.5175093004135,16681.77296909042,1203.1838940907908,0.12934822771760557,6,1,2,1
23,18,7,210.28865546086774,20398.554407294967,1538.4912108099318,0.1,8,0,2,1
5,15,3,50.0,8146.176926218821,1082.4310465868111,0.5474237987921813,3,1,1,1
1,7,2,518.170563892642,27065.69555208433,1449.9415962538844,0.23185233663398475,8,1,3,1
19,4,0,1041.9504286877248,257025.29137121537,3616.0870267098508,0.024754842677138317,1,0,0,0
1,17,7,377.02301460518675,34752.82256935556,895.24288407406,0.1670377961324272,5,1,1,1
23,11,6,738.8616259410804,52090.55092927279,664.585893721307,0.15194831258772606,11,1,2,1
3,19,3,88.9688966251635,10180.828731454789,2242.259329274797,0.28746385129413893,6,0,0,1
15,2,0,1053.5630748369051,448963.5283388345,4750.61873557846,0.037878699045514955,1,0,0,0
0,23,2,285.1780749749614,41943.36971668426,2346.6063739359524,0.27777588181242596,5,1,0,1
11,4,0,726.5230631855495,284451.0874527609,7642.8006057122175,0.03546707950244519,2,0,0,0
1,17,10,655.8416633454976,40699.74318878575,845.6052079304263,0.2933054886533734,8,1,2,1
4,24,3,489.57364062042296,29610.398100283266,1782.0630254799867,0.1542838791630069,8,1,0,1
17,2,0,1057.2292584820593,315659.15053864574,8022.361653575815,0.0023250826471739143,1,0,0,0
5,6,4,140.85028150158917,4570.607358630212,1228.9730157528086,0.3868279292069119,2,1,3,1
17,4,0,1333.0166361825773,238960.01664593106,6502.2847066334025,0.010278942939500312,1,0,0,0
16,4,0,867.229670426625,331978.3540559672,5000.4034507854085,0.01192156898010236,1,0,0,0
23,21,4,565.3272380879008,26293.580792960016,200.0,0.37253358708973455,7,1,1,1
3,10,6,448.6665904498141,51670.19899349632,1365.7000265416316,0.42676055448479266,2,1,1,1
10,2,0,1219.0797883494515,254111.65240942294,8222.884492761317,0.016832489250147034,3,0,1,0
5,13,2,84.24104682717723,12569.490681995088,200.0,0.2641779974449858,9,1,1,1
22,1,0,1364.171954900361,347448.26962505264,5123.228450628259,0.018484159122357072,0,0,0,0
21,3,0,585.284194405474,397870.61296547943,8941.645745395883,0.004439520311503685,1,0,0,0
2,12,9,236.20721222974544,45875.96456075171,1258.0393716249519,0.15896848732015745,10,1,1,1
1,21,9,707.2883136119744,30517.842750017986,689.7401946883274,0.1,4,1,2,1
4,7,2,358.8669526697457,30977.249897464997,2734.95474621622,0.1,2,1,3,1
12,5,0,1067.0106989953629,365854.8553730445,8122.688743505663,0.01075465169604766,3,0,0,0
13,4,0,1022.4706081234673,299821.6989747572,10000.0,0.0063226989071376565,2,0,0,0
10,5,0,1221.9453148624566,190521.98099810493,5689.060189992742,0.022657547033825044,3,0,0,0
13,1,0,790.2060003938245,230880.33732530507,5881.010067039057,0.00892725145035405,2,0,0,0
16,4,0,1055.5917929590855,295529.71842582145,3000.0,0.011486422996451312,3,1,0,0
5,18,6,500.26081434914704,25583.279862172018,1073.6068113566082,0.4957120051632057,6,1,1,1
12,5,0,859.0483032564832,260510.60206062382,8742.838003808396,0.006628680493205174,0,1,0,0
19,2,0,1481.9472327188282,325800.0997669495,6724.470079109969,0.028984874386942965,3,1,0,0
19,3,0,826.0303674244624,319483.09571162355,8246.380014882105,0.017576603347409132,2,1,0,0
3,12,7,144.70539218461087,9265.114303374528,2315.3847873383343,0.20166240012539266,5,0,2,1
18,4,0,922.9860462579989,470142.374044037,6679.016026974015,0.024427213922066655,2,1,0,0
1,8,9,319.1250880205424,16914.575938117603,2062.100642625246,0.430866995020123,7,1,0,1
2,20,8,317.2222165406383,34336.6940302017,200.0,0.27626238736576897,4,1,1,1
14,2,0,1033.0204123778722,143452.68376858413,7510.725231736944,0.017492164110122214,0,0,0,0
2,9,7,284.178959784181,19214.98376835567,609.9702992064796,0.24118939593192606,4,0,0,1
18,4,0,1707.7065091699712,148510.6500923703,3468.357986716172,0.008328389881723757,3,0,0,0
4,7,5,487.3483552244165,41703.661848102056,1676.0725097324473,0.27923703712156706,7,1,2,1
13,3,0,1430.318685156373,388921.7016047867,3000.0,0.019896430060684384,1,0,0,0
20,2,0,777.4626111603095,371429.93841007695,6284.006210472987,0.024895450621465587,0,0,0,0
22,1,1,1917.224396724193,373030.37466391793,8681.643230536247,0.04072011283259114,3,0,0,0
2,11,2,840.3098570938113,30756.82143973047,1487.2470839906557,0.3524245623318892,3,1,2,1
0,9,8,543.5877259858723,26779.53811932596,2410.063122628111,0.21147961879990806,2,1,3,1
22,1,0,1964.6380048017438,332124.9923690822,4147.122201088435,0.03462200084046457,2,0,0,0
13,5,0,1053.725206051018,378419.5099985567,3052.0961499628415,0.01376998684106976,0,0,0,0
4,17,9,535.0304528445523,36868.21022295939,1769.9030474509066,0.3081569562729223,2,0,0,1
0,22,9,347.8116736952925,27568.101204749797,2023.0154137666998,0.13030661996862677,2,1,1,1
10,1,0,741.7046867791794,170452.07345761496,8344.849839935041,0.038158528236853444,3,1,0,0
11,2,0,822.9588151945985,100000.0,8435.727030004444,0.02483052434103806,3,0,1,0
15,2,1,1617.8664942701628,406263.1673678995,8225.374875231015,0.011990294984550292,0,0,0,0
10,5,0,1545.9832823350703,326743.7880005128,9962.957541728912,0.012997531435787225,0,0,0,0
3,7,11,511.7885150803604,10406.801585988484,1746.7707994027537,0.16059573031375418,7,1,3,1
4,10,11,701.1775903595546,39048.0583731831,1397.9780300334182,0.26860511748848426,10,1,3,1
3,17,4,758.6633049616463,26503.699627172962,200.0,0.4577115309249747,5,1,2,1
14,1,0,842.1955113526906,262160.7307306198,3013.1498802387346,0.026255292437004567,0,0,0,0
23,22,7,292.15797995419996,47220.168181764086,2018.25798180502,0.2411119868457684,7,1,2,1
23,13,4,410.69658320275937,41160.77710807339,1595.9654658612994,0.21853510801794238,10,0,0,1
12,2,0,971.0329656879817,369285.7874596972,5278.704285016428,0.02104268957143066,0,0,0,0
0,21,9,310.42528092598144,31310.486331643726,2593.8192681198625,0.5420093640356378,9,1,0,1
23,22,8,367.53392167795937,32518.9580401024,833.884618526317,0.24278527784685158,9,1,2,1
0,16,7,284.62278392227915,13286.373674815339,1360.7025418205717,0.1,3,1,3,1
13,1,0,1050.9962005864782,302141.06284042896,3000.0,0.027129013630851462,2,0,0,0
5,6,4,50.0,43702.16487483162,1495.317955444533,0.3280551059826091,6,1,1,1
5,9,2,586.4705931665404,29485.60691060368,3000.0,0.13341206203299344,7,1,0,1
3,6,5,397.67124840198534,27006.33196811913,2851.9074636372216,0.5041670113503152,3,1,0,1
23,17,6,544.9444880086392,45082.13214207004,1180.7553546171134,0.1,10,0,0,1
15,2,0,1219.193088178645,182639.59003338206,6797.1015409339025,0.012632681127563945,2,0,0,0
17,2,0,1619.3607492566507,383036.6955042823,4874.341701278285,0.04007186216985941,0,0,0,0
12,5,0,966.7554091654229,213872.71296071025,5144.719593632828,0.006614774779489832,3,0,0,0
10,1,0,1290.6368504711993,460261.07718791533,7922.971301418337,0.01379550486594586,1,0,0,0
4,17,4,50.0,46102.14547849963,2441.5017001195747,0.1,6,1,3,1
0,14,6,602.841389157603,24081.605991564335,1590.7196333944785,0.28244500309828696,10,0,2,1
4,23,10,259.41609381474086,1545.8158949261997,2750.1275539380767,0.26456086124874145,4,1,3,1
21,1,0,1413.7208198920664,344631.34314764774,9807.268541133591,0.023338204044132754,1,0,0,0
2,17,5,239.7612323444507,48621.490494077705,1632.1113944386614,0.3524609522870916,6,1,1,1
3,23,9,137.21978332741867,12027.299257758474,2221.7845963453183,0.29610193171301835,6,1,0,1
5,22,2,389.1019582486645,28860.452089451188,1921.6474897313378,0.4579379826501928,7,1,0,1
5,7,5,762.1939568050642,29195.158236576244,919.6517612125399,0.20964101822070236,8,1,2,1
